Dip direction,Dip
298.135,12.6862
311.2376,15.8881
346.6168,12.396
341.1297,7.2136
293.0767,6.8184
351.0713,22.014
334.1554,43.7542
294.6878,30.4475
297.8638,23.8755
302.2056,23.5473
304.5442,22.8789
301.7873,20.1236
297.9659,16.1884
311.2575,27.7197
207.5902,13.1048
285.359,44.1123
275.8513,26.4334
271.1595,27.0645
271.5234,28.714
289.0014,18.415
251.5943,13.4797
246.6584,14.5164
238.2779,19.0936
