Dip direction,Dip
184,80
175,84
164,85
181,86
174,85
168,93
177,89
157,79
167,62
189,76
169,76
170,70
173,75
157,64
164,71
155,96
178,99
170,77
177,91
170,105
177,97
181,101
170,103
183,80
165,101
178,101
178,97
170,75
177,70
166,83
174,84
168,81
168,90
180,90
